,ID,PurchaseCount,Days_Since_Last_Purchase,Total_Transactions_Unique,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend,Spender_Category_Num,Frequency_Category_Num
816,9049.0,1,94,1,1,9.94,9.94,1,0.0,1,17,9.94,0.0,0.0,1,2
817,9098.0,1,86,1,1,45.95,45.95,1,0.0,2,1,45.95,0.0,0.0,3,2
818,9101.0,1,64,1,1,44.53,44.53,1,0.0,3,13,44.53,0.0,0.0,2,2
819,9104.0,1,128,1,1,27.1,27.1,1,0.0,2,2,27.1,0.0,0.0,2,2
820,9133.0,1,65,1,1,12.99,12.99,1,0.0,2,12,12.99,0.0,0.0,2,2
821,9135.0,1,65,1,1,14.99,14.99,1,0.0,2,7,14.99,0.0,0.0,2,2
822,9171.0,1,92,1,1,3.0,3.0,1,0.0,3,11,3.0,0.0,0.0,1,2
823,9204.0,1,80,1,1,21.68,21.68,1,0.0,1,17,21.68,0.0,0.0,2,2
824,9243.0,1,92,1,1,8.99,8.99,1,0.0,3,12,8.99,0.0,0.0,1,2
825,9255.0,1,58,1,1,26.17,26.17,1,0.0,2,22,26.17,0.0,0.0,2,2
826,9298.0,1,79,1,1,8.07,8.07,1,0.0,2,3,8.07,0.0,0.0,2,2
827,9326.0,1,2,1,1,43.91,43.91,1,0.0,2,18,43.91,0.0,0.0,2,2
828,9350.0,1,80,1,1,26.74,26.74,1,0.0,1,18,26.74,0.0,0.0,3,2
829,9388.0,1,72,1,1,6.97,6.97,1,0.0,2,3,6.97,0.0,0.0,1,2
830,9395.0,1,30,1,1,16.53,16.53,1,0.0,2,12,16.53,0.0,0.0,2,2
831,9398.0,1,59,1,1,0.87,0.87,1,0.0,1,17,0.87,0.0,0.0,2,2
832,9402.0,1,2,1,1,18.29,18.29,1,0.0,2,8,18.29,0.0,0.0,2,2
833,9404.0,2,107,1,1,27.99,27.99,1,0.0,2,6,27.99,0.0,0.0,3,2
834,9418.0,1,94,1,1,9.96,9.96,1,0.0,1,23,9.96,0.0,0.0,1,2
835,9419.0,1,92,1,1,8.43,8.43,1,0.0,3,11,8.43,0.0,0.0,2,2
836,9431.0,1,115,1,1,36.26,36.26,1,0.0,1,18,36.26,0.0,0.0,2,2
837,9452.0,1,44,1,1,10.49,10.49,1,0.0,2,16,10.49,0.0,0.0,2,2
838,9471.0,1,86,1,1,9.81,9.81,1,0.0,2,1,9.81,0.0,0.0,1,2
839,9479.0,1,87,1,1,92.03,92.03,1,0.0,1,22,92.03,0.0,0.0,4,2
840,9488.0,1,15,1,1,8.8,8.8,1,0.0,3,2,8.8,0.0,0.0,1,2
841,9513.0,1,85,1,1,4.98,4.98,1,0.0,3,5,4.98,0.0,0.0,2,2
842,9525.0,1,99,1,1,21.96,21.96,1,0.0,3,0,21.96,0.0,0.0,2,2
843,9588.0,1,15,1,1,16.87,16.87,1,0.0,3,12,16.87,0.0,0.0,2,2
844,9635.0,1,106,1,1,13.99,13.99,1,0.0,3,1,13.99,0.0,0.0,2,2
845,9672.0,1,79,1,1,12.99,12.99,1,0.0,2,12,12.99,0.0,0.0,2,2
846,9694.0,1,43,1,1,42.59,42.59,1,0.0,3,10,42.59,0.0,0.0,2,2
847,9702.0,1,128,1,1,23.99,23.99,1,0.0,2,1,23.99,0.0,0.0,2,2
848,9718.0,1,3,1,1,2.95,2.95,1,0.0,1,17,2.95,0.0,0.0,2,2
849,9720.0,1,78,1,1,22.08,22.08,1,0.0,3,0,22.08,0.0,0.0,3,2
850,9725.0,1,64,1,1,13.78,13.78,1,0.0,3,18,13.78,0.0,0.0,2,2
851,9731.0,1,87,1,1,83.18,83.18,1,0.0,1,22,83.18,0.0,0.0,2,2
852,9738.0,1,108,1,1,19.95,19.95,1,0.0,1,18,19.95,0.0,0.0,1,2
853,9767.0,1,64,1,1,25.76,25.76,1,0.0,3,12,25.76,0.0,0.0,2,2
854,9791.0,1,122,1,1,34.94,34.94,1,0.0,1,20,34.94,0.0,0.0,2,2
855,9795.0,1,31,1,1,10.99,10.99,1,0.0,1,20,10.99,0.0,0.0,2,2
856,9820.0,1,52,1,1,8.61,8.61,1,0.0,1,15,8.61,0.0,0.0,1,2
857,9827.0,1,64,1,1,53.91,53.91,1,0.0,3,13,53.91,0.0,0.0,3,2
858,9851.0,1,80,1,1,4.97,4.97,1,0.0,1,21,4.97,0.0,0.0,2,2
859,9884.0,1,80,1,1,19.99,19.99,1,0.0,1,19,19.99,0.0,0.0,2,2
860,9887.0,1,2,1,1,4.97,4.97,1,0.0,2,4,4.97,0.0,0.0,1,2
861,9905.0,1,31,1,1,25.91,25.91,1,0.0,1,16,25.91,0.0,0.0,3,2
862,9917.0,1,106,1,1,47.71,47.71,1,0.0,3,4,47.71,0.0,0.0,2,2
863,9939.0,1,107,1,1,6.99,6.99,1,0.0,2,21,6.99,0.0,0.0,1,2
864,9973.0,1,6,1,1,6.83,6.83,1,0.0,5,0,6.83,0.0,0.0,1,2
865,9995.0,1,114,1,1,49.99,49.99,1,0.0,2,7,49.99,0.0,0.0,2,2
866,10143.0,1,92,1,1,14.99,14.99,1,0.0,3,2,14.99,0.0,0.0,2,2
867,11254.0,1,79,1,1,18.84,18.84,1,0.0,2,14,18.84,0.0,0.0,1,2
868,11261.0,1,51,1,1,8.99,8.99,1,0.0,2,3,8.99,0.0,0.0,2,2
869,12053.0,1,64,1,1,17.99,17.99,1,0.0,3,3,17.99,0.0,0.0,2,2
870,13236.0,1,30,1,1,7.04,7.04,1,0.0,2,11,7.04,0.0,0.0,2,2
871,13472.0,1,58,1,1,15.3,15.3,1,0.0,2,2,15.3,0.0,0.0,2,2
872,13700.0,1,30,1,1,29.98,29.98,1,0.0,2,8,29.98,0.0,0.0,2,2
873,14055.0,1,87,1,1,19.32,19.32,1,0.0,1,23,19.32,0.0,0.0,2,2
874,14599.0,1,94,1,1,6.43,6.43,1,0.0,1,15,6.43,0.0,0.0,2,2
875,14617.0,1,66,1,1,31.59,31.59,1,0.0,1,15,31.59,0.0,0.0,2,2
876,14625.0,1,92,1,1,35.88,35.88,1,0.0,3,7,35.88,0.0,0.0,3,2
877,14794.0,1,30,1,1,19.69,19.69,1,0.0,2,6,19.69,0.0,0.0,2,2
878,14807.0,1,65,1,1,4.88,4.88,1,0.0,2,6,4.88,0.0,0.0,1,2
879,15477.0,1,15,1,1,47.47,47.47,1,0.0,3,2,47.47,0.0,0.0,2,2
880,16282.0,1,43,1,1,43.45,43.45,1,0.0,3,7,43.45,0.0,0.0,3,2
881,16388.0,1,121,1,1,74.0,74.0,1,0.0,2,4,74.0,0.0,0.0,3,2
882,16834.0,1,9,1,1,4.79,4.79,1,0.0,2,15,4.79,0.0,0.0,2,2
883,17747.0,1,93,1,1,46.55,46.55,1,0.0,2,19,46.55,0.0,0.0,3,2
884,18157.0,1,92,1,1,31.4,31.4,1,0.0,3,11,31.4,0.0,0.0,3,2
885,18211.0,1,86,1,1,66.14,66.14,1,0.0,2,11,66.14,0.0,0.0,3,2
886,18301.0,1,1,1,1,22.0,22.0,1,0.0,3,10,22.0,0.0,0.0,3,2
887,18693.0,1,80,1,1,5.1,5.1,1,0.0,1,21,5.1,0.0,0.0,1,2
888,18784.0,1,107,1,1,25.89,25.89,1,0.0,2,7,25.89,0.0,0.0,3,2
889,19169.0,1,7,1,1,22.25,22.25,1,0.0,4,5,22.25,0.0,0.0,2,2
890,19313.0,1,15,1,1,7.16,7.16,1,0.0,3,17,7.16,0.0,0.0,2,2
891,20030.0,1,86,1,1,31.55,31.55,1,0.0,2,5,31.55,0.0,0.0,2,2
892,20262.0,1,43,1,1,15.94,15.94,1,0.0,3,0,15.94,0.0,0.0,2,2
893,20609.0,1,9,1,1,8.99,8.99,1,0.0,2,19,8.99,0.0,0.0,2,2
894,20650.0,1,115,1,1,4.88,4.88,1,0.0,1,20,4.88,0.0,0.0,2,2
895,21419.0,1,114,1,1,24.86,24.86,1,0.0,2,6,24.86,0.0,0.0,2,2
896,21448.0,1,16,1,1,23.95,23.95,1,0.0,2,3,23.95,0.0,0.0,2,2
897,21637.0,1,15,1,1,33.26,33.26,1,0.0,3,13,33.26,0.0,0.0,2,2
898,21760.0,1,7,1,1,13.99,13.99,1,0.0,4,2,13.99,0.0,0.0,2,2
899,21867.0,1,108,1,1,15.49,15.49,1,0.0,1,23,15.49,0.0,0.0,2,2
900,21925.0,1,79,1,1,32.88,32.88,1,0.0,2,5,32.88,0.0,0.0,2,2
901,22471.0,1,114,1,1,45.95,45.95,1,0.0,2,7,45.95,0.0,0.0,2,2
902,23537.0,1,16,1,1,39.37,39.37,1,0.0,2,6,39.37,0.0,0.0,3,2
903,23844.0,1,65,1,1,11.75,11.75,1,0.0,2,6,11.75,0.0,0.0,3,2
904,23981.0,1,73,1,1,31.99,31.99,1,0.0,1,20,31.99,0.0,0.0,3,2
905,24135.0,1,72,1,1,11.0,11.0,1,0.0,2,18,11.0,0.0,0.0,2,2
906,24330.0,1,92,1,1,28.72,28.72,1,0.0,3,10,28.72,0.0,0.0,3,2
907,24377.0,1,128,1,1,26.5,26.5,1,0.0,2,2,26.5,0.0,0.0,2,2
908,24779.0,1,86,1,1,21.95,21.95,1,0.0,2,17,21.95,0.0,0.0,3,2
909,24798.0,1,86,1,1,8.77,8.77,1,0.0,2,20,8.77,0.0,0.0,2,2
910,25131.0,1,78,1,1,13.19,13.19,1,0.0,3,2,13.19,0.0,0.0,2,2
911,26216.0,1,15,1,1,5.95,5.95,1,0.0,3,17,5.95,0.0,0.0,1,2
912,28190.0,1,73,1,1,13.92,13.92,1,0.0,1,15,13.92,0.0,0.0,2,2
913,29110.0,1,58,1,1,37.24,37.24,1,0.0,2,10,37.24,0.0,0.0,2,2
914,29192.0,1,87,1,1,11.84,11.84,1,0.0,1,23,11.84,0.0,0.0,2,2
915,29537.0,1,92,1,1,15.09,15.09,1,0.0,3,4,15.09,0.0,0.0,2,2
916,29996.0,1,43,1,1,64.83,64.83,1,0.0,3,6,64.83,0.0,0.0,4,2
917,30363.0,1,72,1,1,10.31,10.31,1,0.0,2,16,10.31,0.0,0.0,2,2
918,30817.0,1,128,1,1,15.19,15.19,1,0.0,2,3,15.19,0.0,0.0,2,2
919,30961.0,1,51,1,1,10.39,10.39,1,0.0,2,2,10.39,0.0,0.0,2,2
920,31106.0,1,107,1,1,103.85,103.85,1,0.0,2,13,103.85,0.0,0.0,5,2
921,31443.0,1,108,1,1,7.92,7.92,1,0.0,1,21,7.92,0.0,0.0,2,2
922,31603.0,1,72,1,1,4.2,4.2,1,0.0,2,0,4.2,0.0,0.0,2,2
923,32169.0,1,8,1,1,12.9,12.9,1,0.0,3,4,12.9,0.0,0.0,2,2
924,32348.0,1,78,1,1,6.09,6.09,1,0.0,3,2,6.09,0.0,0.0,2,2
925,32555.0,1,15,1,1,44.01,44.01,1,0.0,3,13,44.01,0.0,0.0,3,2
926,32895.0,1,93,1,1,19.38,19.38,1,0.0,2,17,19.38,0.0,0.0,2,2
927,33034.0,1,65,1,1,31.72,31.72,1,0.0,2,13,31.72,0.0,0.0,2,2
928,33471.0,1,79,1,1,16.58,16.58,1,0.0,2,3,16.58,0.0,0.0,2,2
929,33533.0,1,107,1,1,27.48,27.48,1,0.0,2,15,27.48,0.0,0.0,2,2
930,33994.0,1,114,1,1,5.14,5.14,1,0.0,2,11,5.14,0.0,0.0,1,2
931,34688.0,1,87,1,1,18.99,18.99,1,0.0,1,22,18.99,0.0,0.0,2,2
932,35242.0,1,99,1,1,6.26,6.26,1,0.0,3,0,6.26,0.0,0.0,2,2
933,35539.0,1,16,1,1,14.99,14.99,1,0.0,2,1,14.99,0.0,0.0,2,2
934,36519.0,1,72,1,1,25.73,25.73,1,0.0,2,4,25.73,0.0,0.0,2,2
935,37857.0,1,92,1,1,5.84,5.84,1,0.0,3,1,5.84,0.0,0.0,1,2
936,38334.0,1,128,1,1,4.1,4.1,1,0.0,2,9,4.1,0.0,0.0,1,2
937,38854.0,1,51,1,1,27.95,27.95,1,0.0,2,0,27.95,0.0,0.0,2,2
938,39083.0,1,122,1,1,20.44,20.44,1,0.0,1,21,20.44,0.0,0.0,2,2
939,39521.0,1,92,1,1,7.97,7.97,1,0.0,3,6,7.97,0.0,0.0,1,2
940,39623.0,1,85,1,1,8.97,8.97,1,0.0,3,4,8.97,0.0,0.0,1,2
941,39737.0,1,16,1,1,8.5,8.5,1,0.0,2,22,8.5,0.0,0.0,2,2
942,40944.0,1,38,1,1,25.97,25.97,1,0.0,1,21,25.97,0.0,0.0,2,2
943,41059.0,1,114,1,1,6.99,6.99,1,0.0,2,0,6.99,0.0,0.0,1,2
944,42940.0,1,52,1,1,7.61,7.61,1,0.0,1,17,7.61,0.0,0.0,2,2
945,43790.0,1,128,1,1,7.46,7.46,1,0.0,2,7,7.46,0.0,0.0,2,2
946,43971.0,1,30,1,1,22.24,22.24,1,0.0,2,10,22.24,0.0,0.0,3,2
947,44319.0,1,23,1,1,10.95,10.95,1,0.0,2,10,10.95,0.0,0.0,2,2
948,45152.0,1,93,1,1,8.85,8.85,1,0.0,2,11,8.85,0.0,0.0,2,2
949,45171.0,1,108,1,1,22.16,22.16,1,0.0,1,15,22.16,0.0,0.0,2,2
950,46372.0,1,86,1,1,24.1,24.1,1,0.0,2,16,24.1,0.0,0.0,2,2
951,46425.0,1,64,1,1,6.38,6.38,1,0.0,3,15,6.38,0.0,0.0,2,2
952,46710.0,1,30,1,1,24.52,24.52,1,0.0,2,8,24.52,0.0,0.0,2,2
953,46985.0,1,8,1,1,10.95,10.95,1,0.0,3,7,10.95,0.0,0.0,2,2
954,47074.0,1,114,1,1,271.22,271.22,1,0.0,2,4,271.22,0.0,0.0,5,2
955,47655.0,1,87,1,1,11.97,11.97,1,0.0,1,16,11.97,0.0,0.0,2,2
956,48116.0,1,72,1,1,25.57,25.57,1,0.0,2,20,25.57,0.0,0.0,2,2
957,48159.0,1,85,1,1,6.48,6.48,1,0.0,3,0,6.48,0.0,0.0,2,2
958,48181.0,1,3,1,1,6.07,6.07,1,0.0,1,17,6.07,0.0,0.0,2,2
959,48975.0,1,66,1,1,19.03,19.03,1,0.0,1,16,19.03,0.0,0.0,2,2
960,49119.0,1,92,1,1,8.8,8.8,1,0.0,3,4,8.8,0.0,0.0,1,2
961,49923.0,1,3,1,1,9.46,9.46,1,0.0,1,18,9.46,0.0,0.0,2,2
962,49930.0,1,121,1,1,20.49,20.49,1,0.0,2,5,20.49,0.0,0.0,3,2
963,49933.0,1,86,1,1,5.72,5.72,1,0.0,2,21,5.72,0.0,0.0,2,2
964,50261.0,1,79,1,1,78.94,78.94,1,0.0,2,5,78.94,0.0,0.0,2,2
965,50310.0,1,99,1,1,11.4,11.4,1,0.0,3,12,11.4,0.0,0.0,2,2
966,50465.0,1,114,1,1,20.7,20.7,1,0.0,2,7,20.7,0.0,0.0,2,2
967,50730.0,1,42,1,1,9.99,9.99,1,0.0,4,6,9.99,0.0,0.0,1,2
968,51142.0,1,51,1,1,25.87,25.87,1,0.0,2,15,25.87,0.0,0.0,2,2
969,51645.0,1,45,1,1,5.76,5.76,1,0.0,1,16,5.76,0.0,0.0,2,2
970,52367.0,1,8,1,1,53.57,53.57,1,0.0,3,15,53.57,0.0,0.0,2,2
971,53102.0,1,79,1,1,60.5,60.5,1,0.0,2,7,60.5,0.0,0.0,2,2
972,54080.0,1,51,1,1,50.0,50.0,1,0.0,2,6,50.0,0.0,0.0,3,2
973,54402.0,1,2,1,1,3.47,3.47,1,0.0,2,15,3.47,0.0,0.0,2,2
974,55653.0,1,121,1,1,14.96,14.96,1,0.0,2,7,14.96,0.0,0.0,2,2
975,55969.0,1,121,1,1,6.55,6.55,1,0.0,2,15,6.55,0.0,0.0,2,2
976,56008.0,1,51,1,1,8.94,8.94,1,0.0,2,11,8.94,0.0,0.0,1,2
977,56126.0,1,66,1,1,81.9,81.9,1,0.0,1,17,81.9,0.0,0.0,4,2
978,56394.0,1,79,1,1,14.99,14.99,1,0.0,2,3,14.99,0.0,0.0,2,2
979,56701.0,1,93,1,1,6.4,6.4,1,0.0,2,22,6.4,0.0,0.0,2,2
980,57019.0,1,30,1,1,29.95,29.95,1,0.0,2,6,29.95,0.0,0.0,2,2
981,57685.0,1,93,1,1,29.99,29.99,1,0.0,2,9,29.99,0.0,0.0,3,2
982,59183.0,1,108,1,1,7.99,7.99,1,0.0,1,20,7.99,0.0,0.0,2,2
983,59629.0,1,100,1,1,82.68,82.68,1,0.0,2,23,82.68,0.0,0.0,2,2
984,59806.0,1,121,1,1,7.97,7.97,1,0.0,2,1,7.97,0.0,0.0,2,2
985,60379.0,1,93,1,1,44.92,44.92,1,0.0,2,22,44.92,0.0,0.0,3,2
986,60380.0,1,31,1,1,4.94,4.94,1,0.0,1,19,4.94,0.0,0.0,1,2
987,60571.0,1,64,1,1,38.49,38.49,1,0.0,3,11,38.49,0.0,0.0,3,2
988,60998.0,1,79,1,1,24.99,24.99,1,0.0,2,8,24.99,0.0,0.0,2,2
989,61197.0,1,99,1,1,16.98,16.98,1,0.0,3,18,16.98,0.0,0.0,2,2
990,62746.0,1,93,1,1,15.75,15.75,1,0.0,2,13,15.75,0.0,0.0,2,2
991,62897.0,1,92,1,1,106.78,106.78,1,0.0,3,11,106.78,0.0,0.0,3,2
992,62906.0,1,99,1,1,14.69,14.69,1,0.0,3,0,14.69,0.0,0.0,2,2
993,64853.0,1,128,1,1,10.41,10.41,1,0.0,2,3,10.41,0.0,0.0,2,2
994,65347.0,1,100,1,1,3.98,3.98,1,0.0,2,16,3.98,0.0,0.0,2,2
995,65765.0,1,8,1,1,160.33,160.33,1,0.0,3,10,160.33,0.0,0.0,2,2
996,66087.0,1,30,1,1,32.14,32.14,1,0.0,2,8,32.14,0.0,0.0,2,2
997,66166.0,1,93,1,1,9.0,9.0,1,0.0,2,18,9.0,0.0,0.0,2,2
998,66260.0,1,6,1,1,31.7,31.7,1,0.0,5,5,31.7,0.0,0.0,2,2
999,66679.0,1,59,1,1,4.94,4.94,1,0.0,1,16,4.94,0.0,0.0,2,2
1000,66764.0,1,44,1,1,48.01,48.01,1,0.0,2,10,48.01,0.0,0.0,2,2
1001,66818.0,1,44,1,1,9.27,9.27,1,0.0,2,18,9.27,0.0,0.0,2,2
1002,67586.0,1,78,1,1,6.94,6.94,1,0.0,3,2,6.94,0.0,0.0,2,2
1003,67737.0,1,87,1,1,11.46,11.46,1,0.0,1,16,11.46,0.0,0.0,2,2
1004,68077.0,1,92,1,1,14.79,14.79,1,0.0,3,4,14.79,0.0,0.0,2,2
1005,68093.0,1,79,1,1,18.67,18.67,1,0.0,2,4,18.67,0.0,0.0,2,2
1006,68629.0,1,31,1,1,5.97,5.97,1,0.0,1,19,5.97,0.0,0.0,2,2
1007,69106.0,1,106,1,1,12.14,12.14,1,0.0,3,0,12.14,0.0,0.0,2,2
1008,69677.0,1,64,1,1,5.24,5.24,1,0.0,3,20,5.24,0.0,0.0,2,2
1009,70037.0,1,79,1,1,27.98,27.98,1,0.0,2,3,27.98,0.0,0.0,2,2
1010,70356.0,1,30,1,1,10.09,10.09,1,0.0,2,2,10.09,0.0,0.0,2,2
1011,70423.0,1,72,1,1,119.35,119.35,1,0.0,2,9,119.35,0.0,0.0,2,2
1012,70709.0,1,78,1,1,12.97,12.97,1,0.0,3,1,12.97,0.0,0.0,2,2
1013,71102.0,1,86,1,1,14.23,14.23,1,0.0,2,21,14.23,0.0,0.0,2,2
1014,71134.0,1,8,1,1,13.79,13.79,1,0.0,3,1,13.79,0.0,0.0,2,2
1015,71652.0,1,86,1,1,22.95,22.95,1,0.0,2,4,22.95,0.0,0.0,1,2
1016,73287.0,1,2,1,1,39.99,39.99,1,0.0,2,1,39.99,0.0,0.0,2,2
1017,73932.0,1,51,1,1,8.68,8.68,1,0.0,2,17,8.68,0.0,0.0,1,2
1018,74417.0,1,108,1,1,8.04,8.04,1,0.0,1,19,8.04,0.0,0.0,2,2
1019,74498.0,1,86,1,1,8.68,8.68,1,0.0,2,20,8.68,0.0,0.0,2,2
1020,74597.0,1,93,1,1,31.79,31.79,1,0.0,2,13,31.79,0.0,0.0,3,2
1021,74743.0,1,121,1,1,7.91,7.91,1,0.0,2,14,7.91,0.0,0.0,2,2
1022,74815.0,1,31,1,1,18.86,18.86,1,0.0,1,16,18.86,0.0,0.0,2,2
1023,74932.0,1,1,1,1,27.99,27.99,1,0.0,3,13,27.99,0.0,0.0,3,2
1024,75285.0,1,58,1,1,7.99,7.99,1,0.0,2,21,7.99,0.0,0.0,2,2
1025,76029.0,1,2,1,1,41.74,41.74,1,0.0,2,16,41.74,0.0,0.0,2,2
1026,76412.0,1,92,1,1,5.49,5.49,1,0.0,3,6,5.49,0.0,0.0,2,2
1027,76634.0,1,86,1,1,46.55,46.55,1,0.0,2,1,46.55,0.0,0.0,2,2
1028,76783.0,1,1,1,1,12.6,12.6,1,0.0,3,3,12.6,0.0,0.0,2,2
1029,76834.0,1,9,1,1,15.49,15.49,1,0.0,2,15,15.49,0.0,0.0,2,2
1030,77001.0,1,45,1,1,68.96,68.96,1,0.0,1,17,68.96,0.0,0.0,2,2
1031,78448.0,1,2,1,1,5.0,5.0,1,0.0,2,16,5.0,0.0,0.0,2,2
1032,79037.0,1,8,1,1,245.71,245.71,1,0.0,3,13,245.71,0.0,0.0,2,2
1033,79565.0,1,43,1,1,6.98,6.98,1,0.0,3,5,6.98,0.0,0.0,2,2
1034,79697.0,1,22,1,1,21.0,21.0,1,0.0,3,11,21.0,0.0,0.0,2,2
1035,80121.0,1,59,1,1,28.99,28.99,1,0.0,1,16,28.99,0.0,0.0,2,2
1036,80427.0,1,122,1,1,2.97,2.97,1,0.0,1,16,2.97,0.0,0.0,1,2
1037,80694.0,1,52,1,1,3.46,3.46,1,0.0,1,17,3.46,0.0,0.0,2,2
1038,81635.0,1,121,1,1,54.99,54.99,1,0.0,2,7,54.99,0.0,0.0,2,2
1039,81747.0,1,107,1,1,16.95,16.95,1,0.0,2,13,16.95,0.0,0.0,2,2
1040,82645.0,1,51,1,1,5.66,5.66,1,0.0,2,23,5.66,0.0,0.0,2,2
1041,83441.0,1,87,1,1,9.93,9.93,1,0.0,1,16,9.93,0.0,0.0,1,2
1042,83492.0,1,99,1,1,18.99,18.99,1,0.0,3,9,18.99,0.0,0.0,2,2
1043,83860.0,1,79,1,1,22.0,22.0,1,0.0,2,20,22.0,0.0,0.0,2,2
1044,83971.0,1,52,1,1,15.16,15.16,1,0.0,1,19,15.16,0.0,0.0,2,2
1045,84328.0,1,64,1,1,11.53,11.53,1,0.0,3,12,11.53,0.0,0.0,2,2
1046,84629.0,1,107,1,1,36.23,36.23,1,0.0,2,9,36.23,0.0,0.0,2,2
1047,84681.0,1,30,1,1,9.98,9.98,1,0.0,2,6,9.98,0.0,0.0,2,2
1048,85113.0,1,107,1,1,22.48,22.48,1,0.0,2,2,22.48,0.0,0.0,3,2
1049,85263.0,1,31,1,1,5.97,5.97,1,0.0,1,20,5.97,0.0,0.0,1,2
1050,85438.0,1,9,1,1,8.49,8.49,1,0.0,2,7,8.49,0.0,0.0,2,2
1051,85509.0,1,93,1,1,24.66,24.66,1,0.0,2,9,24.66,0.0,0.0,3,2
1052,85549.0,1,30,1,1,35.1,35.1,1,0.0,2,15,35.1,0.0,0.0,2,2
1053,86111.0,1,42,1,1,8.87,8.87,1,0.0,4,8,8.87,0.0,0.0,1,2
1054,86623.0,1,30,1,1,14.25,14.25,1,0.0,2,11,14.25,0.0,0.0,2,2
1055,87755.0,1,92,1,1,6.92,6.92,1,0.0,3,11,6.92,0.0,0.0,2,2
1056,88351.0,1,30,1,1,13.99,13.99,1,0.0,2,18,13.99,0.0,0.0,2,2
1057,88352.0,1,31,1,1,7.99,7.99,1,0.0,1,19,7.99,0.0,0.0,2,2
1058,88754.0,1,114,1,1,5.7,5.7,1,0.0,2,10,5.7,0.0,0.0,2,2
1059,89844.0,1,107,1,1,18.21,18.21,1,0.0,2,3,18.21,0.0,0.0,2,2
1060,90097.0,1,3,1,1,4.75,4.75,1,0.0,1,21,4.75,0.0,0.0,2,2
1061,90725.0,1,30,1,1,22.31,22.31,1,0.0,2,20,22.31,0.0,0.0,2,2
1062,90750.0,1,99,1,1,6.98,6.98,1,0.0,3,0,6.98,0.0,0.0,2,2
1063,91130.0,1,85,1,1,17.05,17.05,1,0.0,3,4,17.05,0.0,0.0,2,2
1064,91242.0,1,122,1,1,6.95,6.95,1,0.0,1,23,6.95,0.0,0.0,1,2
1065,91960.0,1,64,1,1,48.59,48.59,1,0.0,3,6,48.59,0.0,0.0,3,2
1066,92281.0,1,114,1,1,19.99,19.99,1,0.0,2,4,19.99,0.0,0.0,2,2
1067,92592.0,1,43,1,1,23.0,23.0,1,0.0,3,3,23.0,0.0,0.0,2,2
1068,93337.0,1,66,1,1,9.87,9.87,1,0.0,1,22,9.87,0.0,0.0,2,2
1069,95482.0,1,80,1,1,13.47,13.47,1,0.0,1,16,13.47,0.0,0.0,2,2
1070,95507.0,1,108,1,1,7.28,7.28,1,0.0,1,15,7.28,0.0,0.0,2,2
1071,95614.0,1,65,1,1,8.25,8.25,1,0.0,2,12,8.25,0.0,0.0,2,2
1072,95784.0,1,43,1,1,8.99,8.99,1,0.0,3,0,8.99,0.0,0.0,2,2
1073,96840.0,1,80,1,1,33.99,33.99,1,0.0,1,19,33.99,0.0,0.0,3,2
1074,97617.0,1,92,1,1,22.73,22.73,1,0.0,3,4,22.73,0.0,0.0,2,2
1075,97681.0,1,7,1,1,10.6,10.6,1,0.0,4,14,10.6,0.0,0.0,2,2
1076,97882.0,1,128,1,1,4.9,4.9,1,0.0,2,0,4.9,0.0,0.0,2,2
1077,97933.0,1,79,1,1,29.06,29.06,1,0.0,2,23,29.06,0.0,0.0,2,2
1078,98495.0,1,92,1,1,45.31,45.31,1,0.0,3,12,45.31,0.0,0.0,2,2
1079,98905.0,1,37,1,1,33.36,33.36,1,0.0,2,16,33.36,0.0,0.0,2,2
1080,99984.0,1,121,1,1,7.99,7.99,1,0.0,2,9,7.99,0.0,0.0,2,2
1081,111370.0,1,114,1,1,25.97,25.97,1,0.0,2,10,25.97,0.0,0.0,2,2
1082,115699.0,1,37,1,1,44.88,44.88,1,0.0,2,11,44.88,0.0,0.0,2,2
1083,124516.0,1,107,1,1,47.99,47.99,1,0.0,2,11,47.99,0.0,0.0,2,2
1084,127643.0,1,7,1,1,18.0,18.0,1,0.0,4,2,18.0,0.0,0.0,2,2
1085,134437.0,1,45,1,1,11.99,11.99,1,0.0,1,15,11.99,0.0,0.0,2,2
1086,138376.0,1,66,1,1,29.2,29.2,1,0.0,1,18,29.2,0.0,0.0,2,2
1087,152425.0,1,51,1,1,15.85,15.85,1,0.0,2,2,15.85,0.0,0.0,2,2
1088,152910.0,1,99,1,1,13.88,13.88,1,0.0,3,9,13.88,0.0,0.0,2,2
1089,155229.0,1,30,1,1,26.0,26.0,1,0.0,2,14,26.0,0.0,0.0,3,2
1090,167380.0,1,114,1,1,5.67,5.67,1,0.0,2,8,5.67,0.0,0.0,2,2
1091,170057.0,1,37,1,1,10.88,10.88,1,0.0,2,13,10.88,0.0,0.0,2,2
1092,174874.0,1,115,1,1,60.73,60.73,1,0.0,1,17,60.73,0.0,0.0,2,2
1093,176449.0,1,87,1,1,9.26,9.26,1,0.0,1,23,9.26,0.0,0.0,1,2
1094,177165.0,1,51,1,1,13.44,13.44,1,0.0,2,11,13.44,0.0,0.0,2,2
1095,199825.0,1,15,1,1,15.98,15.98,1,0.0,3,2,15.98,0.0,0.0,2,2
